code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So (JH),Tomo Kan (Segue),Tomo Kan (Diangassagou),,"Tommo So (Tongo Tongo, JH)","Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, SE/JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,synonymy,book p,comment,domain,specimens
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50192,,,2011,,trailing vine sp.,plante rampante sp.,,sɔ̀lɔ̀ wórúm-wórèy,[ɛ̀lɛ̀y-wà:]-gùlɔ́,,kɔ́mbɔ́má ~ kɔ́mbɔ́mɛ́ ~ kɔ́mbɔ́mɔ́ (cf. kɔ́mbí 'climb'),,láynì,ɔ̀yɔ̀-wà:rⁿá,,,,,,,,,,,,,,,tɔ́ndɛ́-ŋgó\\tɔ́ndɛ́,,,,,,,,,,,,láyn-ò,,,Ipomoea coscinosperma,,,small sessile flower,plant,2004_453 Tabi
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50193,,,2011,,liana sp.,liane sp.,,,,láyndì,kɔ́mbɔ́má ~ kɔ́mbɔ́mɛ́ ~ kɔ́mbɔ́mɔ́ (cf. kɔ́mbí 'climb'),,,,,,,,,,,,,,,,,"dɔ̀gɔ̀-nínɛ̀ (""Dogon-nuisance"")","tɔ́ndɛ́-ŋgó\\tɔ́ndɛ́, tɔ̀ndɛ̀ yágàrà-ŋgò\\-yágàrà",,,,,,,,,,,,"kòyà-wánd-éy kàrm-íyá [tone] (""chief['s]-wife's ..."")",,,Ipomoea dichroa,,,leaf trilobate,plant,
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50194,,,2011,,liana sp.,liane sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kòómbíyò (SE),,,,,,Ipomoea eriocarpa,,,"leaf with ""earlobes"" at base (cf. I. verticillata)",plant,
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50195,,,2011,,liana sp.,liane sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ipomoea kotschyana,,,"Timbuktu; pennatilobate leaf (cf. I coptica), flower nearly sessile",plant,
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50196,,,2011,,liana sp.,liane sp.,,,,,,,láynì,,,,,,,,,,,"tɔ́ndɔ́, tɔ̀ndɔ̀-jɔ̀mmɔ́",tɔ́ndɔ́,,,,,,,,,,,,,,,,,,,Ipomoea obscura var. obscura,Ipomoea acanthocarpa,,small cordate leaf,plant,
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50197,,,2011,,trailing vine sp.,plante rampante sp.,,,,,,,,,,,,,,,,,,,,,,,tɔ́ndɛ́-ŋgó\\tɔ́ndɛ́,,,,,,,,,,,,,,,Ipomoea pes-tigridis var. pes-tigridis,,,"large leaf digitilobate, smooth edges; close to I. mauritiana",plant,2004_451 Najamba
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50198,,,2011,,training vine sp.,plante rampante sp.,,,ɔ́lɔ́rɔ́,,,,,,yɛ̀góm tùgò,,"[gɛ̀:-gíⁿ]-kɔ̀rù (""[hunger-having]-catching"")",,"láyg, dɔ̀gɔ̀-wâŋ",jɔ̀mɔ̀-níndɛ̀lɛ̀,ʔɛ̀rgɛ̀bɛ̀ⁿ (also wild melons),,,,,láyndì ~ láyndù,yɔ̯à:-wàrⁿá,,,,"sùɲònì-wálá bélèŋgè (""horse-male fodder""), sùɲònì-béléŋgè (""horse-fodder"")",,,,làyndí,"jɔ́mɛ́ kèmbélè (""hare-..."")",,be@ne@ba$ndE@ (JH 05),,,,láyndì,,Ipomoea spp. (non-aquatic),,,various wild Ipomoea other than I. aquatica and I. asarifolia,plant,
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50199,,,2011,,trailing vine sp.,plante rampante sp.,,,,,,,,ɔ̀yɔ̀-wà:rⁿá,,,,,,,,,,tɔ́ndɔ́,tɔ́ndɔ́,,,,,,,,pànù-má-pànù,,,,,,,,,,,Ipomoea vagans,,,leaf violin-shaped,plant,2004_454
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50200,,,2011,,sprawling herb sp.,plante herbacée rampante sp.,,sɔ̀lɔ̀ wórúm-wórèy,"pɛ̀rɛ̀-ɔ́rɔ̀y, ɔ́lɔ́rɔ́",,,,yɛ̀-gú-m túgò,ɔ̀yɔ̀-wà:rⁿá,,,,,,,,,,kòndò-bèlú,"gàmmà-gìyé (""cat-thorn"") xxx[Z says Hygrophila only]",,,,,,,,pàdàgá-pàndàgà,,,,,,,,,,,Jacquemontia tamnifolia,,,sessile white flower,plant,
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50201,,,2011,,trailing vine sp.,plante rampante sp.,,,,,kɔ̀mbɔ̀mɛ̀ yágî,,,ɔ̀yɔ̀-wà:rⁿá,,,,,,,,,,"mɛ̀lɛ̀gɛ̀m-kùùlú (""djinn-water.lily"")","ɔ̀mɔ̀lɔ̀ yúú (""patas.monkey-millet"")",dɔ̀:mà nìɲìlè ánà,yɔ̯à:-yágárɛ̀:,,,,,,,,,,,"bénìbàndɛ̀ɛ̀ kǔyùsyɛ̀ⁿ (SE), bèndè-bàndɛ̀-kwí:sɛ̀ⁿ (2011)",,,kòr-ò kàrf-ó [not in Dict],láyndì,,Merremia aegyptia,,,"digitate leaf, very hairy",plant,2004_450 Anda
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50202,,,2011,,trailing vine sp.,plante rampante sp.,,kùlùrɔ́-sɔ̀lɔ̀,sàwà: sémdé,,"sàwà-[lùgɔ̀sì-kóndúgó] (""grass-ladle"")",,gɔ̂m-tɔ́lɔ̀,,,,,,,,fùláⁿ-sàkɔ́bɔ́,,,,,làynì mɛ̀njɛ́ⁿ,,,,,,,,,,"kɔ̀jì yàbògà (""herb-sprawl"")",,,,,"bòm-bé:r-ó tû:r-íy-à: (""headache tree-Dimin"")","bóŋ-sárú tú:r-ǒ: (""headache medicine"")",,Merremia pinnata,,,leaf has c. 15 pairs of linear lobes,plant,2004_453 Anda
flora,flowering,flore,fleurissant,200,5,Convolvulaceae,,,50203,,,2011,,trailing vine sp.,plante rampante sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merremia tridentata subsp. angustifolia,,,leaf linear,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50204,,,2011,,melon (any kind),melon (de toute sorte),,,kànárⁿàyⁿ,,,,,kàrⁿíyⁿà,,,jɛ́rɛ́,,,,,,,jɔ̀gɔ́,jɔ̀gɔ́,,,,,,,,tɛ́wⁿɔ́,tɛ́wⁿɔ̀,,,,,,,kàn-ò,kànɛ̂y,,(various),,,,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50205,,,2011,,colocynth (inedible wild melon),coloquinte (melon sauvage non comestible),,,,gǒw-m kándìrà (not seen locally),"kà:ndà gárî (""melon bitter"")",,"gù-gùn jé:rù (""melon bitter"")",,"gù-gùm gé:rù (""melon bitter"")",,,gù-gûn,,,,,,,jɔ̀gɔ̀ gálál [JH < Z],,,,[tàŋkùndù-mbò]-kàndú\\[tàŋkùndù-mbò]-kàndé,,,,,,,,,,,,"kàn-hòtt-íy-à: (""watermelon-bitter-Dimin"")","tárkúndéy-kànɛ̂y (""elephant-melon""), háw-kànɛ̂y (""cow-melon"")",,Citrullus colocynthis,,,"desert (Timbuktu), inedible",plant,4005_471
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50699,,,2011,,"watermelon (cultivated, all forms)","pastèque (cultivée, toutes variétés)",,,,,,,gù-gûn,kàrⁿíyⁿà,,,jɛ́rɛ́,,gàb-jɔ̀gɔ́,bògò-ɲǎ:,sàrá,sárá:,,"nàà-jɔ̀gɔ́ (""cow-melon"")",jɔ̀gɔ́,bògó,zɔ̀gɔ́,zɔ̀gɔ̀,,gâwⁿ (Boui),bógò,,tɛ́wⁿɔ́,,bóyè,tɛ̀m,,sáŋày (JH 05),,,kàn-ò,kànɛ̂y,,Citrullus lanatus,,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50207,,,2011,,watermelon variety (cooked as a vegetable),pastèque (cuite et mangée),,,,,,,,dɔ̀gɔ̀ kàrⁿíyⁿà,,,gàmù kàrⁿíɲá,gàb-jɔ̀gɔ́,,,sàrá,"sàrà pî: (""watermelon white"")",,,"jɔ̀gɔ̀ pílú (""melon white"")",,ùndún-dùlgò,ùndûn-dú:rù,,ná:sùwà-gàwⁿ (Boui),bógò,,tɛ́wⁿɔ́,tɛ́wⁿɔ̀,,,,,,,"mòl-ò (half-ripe, good for cooking), gùrùmb-ò (cooked)",,,Citrullus lanatus (cooking),,,cultivated and wild,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50706,,,2011,,dark brown dried watermelon seeds,pépins bruns foncé de pastèque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citrullus lanatus (dark brown seeds),,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50206,,,2011,,"watermelon (cultivated, eaten raw)",pastèque (cultivée pour manger),,kònò bárⁿú,kànàrⁿàyⁿ bárⁿà-w,,"dɔ̀gɔ̀-kǎ:ndâ (""Dogon-melon"")",,"[gù-gùn] ná: (""melon main"")",kàrⁿìyⁿà bɛ̀rɛ́ bárⁿù,,,,gàb-jɔ̀gɔ̀ bán,,,sàrà dɛ́ⁿ,"sàrà bâwⁿ (""watermelon red"")",,"jɔ̀gɔ̀ kɔ́lɔ́-bánù (""melon belly-red"")",,bògò sɛ̀rɛ́ⁿ,zɔ̀gɔ́,zɔ̀gɔ̀,kàndù nàwò:-[sùgɛ́-ŋgó]\\kàndè nàwò:-sùgɛ́,,bògò sɛ́rɛ́ⁿ,,tɛ̀wⁿɔ́ bɔ́:mbɛ̀,tɛ̀wⁿɔ́ bɔ́:mbɛ̀,,tɛ̀m,,,,,"kàn-ŋá:r-ó (""watermelon-food"")",,,Citrullus lanatus (eating),,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50683,,,2011,,"watermelon (skin with dark green stripes, cultivated for reddish dried seeds)","pastèque (peau à traits sombres, cultivée pour ses pépins rougeâtres)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bìrcìnd-ò,,,Citrullus lanatus (for reddish seeds),,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50684,,,2011,,"watermelon (ight-skinned, cultivated for light-colored dried seeds)","pastèque (à peau blanchâtre, cultivée pour ses pépins blanchâtres)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kàn-ká:r-ó (""watermelon-white"")",,,Citrullus lanatus (for whitish seeds),,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50708,,,2011,,large light-colored watermelon seeds,gros pépins de pastèque de couleur claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citrullus lanatus (large light-colored seeds),,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50707,,,2011,,small light-colored dried watermelon seeds,petits pépins de pastèque de couleur claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,músá-músà (dried seeds),,Citrullus lanatus (small light-colored seeds),,,,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50208,,,2011,,watermelon variety (cooked as a vegetable),pastèque (cuite et mangée),,kònò gágásɛ̌y,nà:-kànárⁿàyⁿ,kàndìrà kúndúrú,"nàŋà-kǎ:ndâ (""cow-melon"")",,,,gù-gûm,,,gù-gûn,,,,,,,,,,,nɛ̀:-kàndú\\nàwò:-kàndé,,,,,,,,,,,,háwdánd-ó,"háw-kànɛ̂y (""cow-melon"")",,Citrullus lanatus (wild),,,wild,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50209,,,2011,,"watermelon variety (wild, marginally edible)","pastèque (sauvage, à peine comestible)",,àmà égì (spcm 2006_064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citrullus sp. (wild),,,wild,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50210,,,2011,,wild melon sp. (cucumber shape),melon sauvage sp. (en forme de concombre),,nèŋ-gùrùmà gùrú,"[bɛ̀r-bèrè]-kàmâyⁿ (""goatherd-melon"")",sà-bùlùm-bùlùm dómbúró,"ór-kàndírâ ~ ór-kǎ:ndâ (""mouse-melon""), òr-kà:ndà dùgí (""mouse-melon big"")",,"cě:ŋ-ká:mbè (""agama-zaban"", Fombori)",àté:-kǎ:mbà,,,,,,,,,,"[ɛ̀nɛ̀-gìrìm]-kàmbé (""goatherd-zaban"")","ɔ̀mɔ̀lɔ̀-kàmbé (""patas.monkey-zaban""), [ɛ̀nɛ̀-gìrìm]-kàmbé [JH < Z]","gèmù-kámbù (""agama's melon"")","cè:ŋ kámbè (""agama's zaban"", also Cucumis melo)","cènjù-mú kàmbè (""agamas' zaban"")",[kòy-mbò]-kàndú\\[kòy-mbò]-kándé,"gɔ̀ŋɔ̀-ɲá:ŋgé (Boui) (""millipede-food"")",,,,,,,,gúmbɛ̀ n kàrmbò (JH 05),,,,"wútí-kànɛ̂y (""hyrax-melon"")",,Coccinea grandis,,,cucumber-like fruit turns red when ripe; may be combined terminologically with Momordica (and Mukia),plant,"2004_477/487/489, 2005_682"
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50211,,,2011,,liana spp. (2-3),liane spp. (2-3),,néŋ-gùrúmà,,sà-bùlúm-bùlùm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coccinea, Momordica, and/or Cucumis maderaspatanus",,,,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50212,,,2011,,liana with small inedible fruit,liane à très petit fruit non comestible,,,,,,,,,,,,,,,,,,,,,,,kàndù-[kólóndú-ŋgó]\\kàndè-kólóndé,tágú kɔlɔmbòló (Boui),,,,,,,,,,,,,,Ctenolepis cerasiformis,,,"berry-like fruit, leaf trilobate",plant,2004_472
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50227,,,2011,,liana sp. with inedible red berry,liane sp. à petite baie rouge non comestible,,,,"sà-bùlùm-bùlùm kà:sú (""... rough"")",,,"[ɛ̀rⁿɛ̀-jìr-ù]-cíwɛ́ (""goatherd's wild grape"")",,ɛ̀nɛ̀-gìrì-kíwɛ́,,kògó-kɛ́pɛ̀l,,,,,,,xxx,,,,,,,,"gòŋgù ɲá: (also Momordica, ""agama food"")",,,,,,,,,,sàyⁿ-mà-sǎyⁿ,,Cucumis maderaspatanus,Mukia maderaspatana,,tiny bright red berry (inedible),plant,2004_470
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50213,,,2011,,wild melon sp.,melon sauvage sp.,,,"cèŋ-kànárⁿàyⁿ ~ cèŋgù-kànárⁿàyⁿ, ɛ̀kùnjù kànárⁿàyⁿ","sà-bùlùm-bùlùm mɛ̀zɛ̂yⁿ (""... small"", also Momordica)","ór-kàndírâ ~ ór-kǎ:ndâ (""mouse-melon""), òr-kà:ndà mɛ̀:njɛ́ (""... small""), òr-kà:ndà tɛ̀gɛ̂ (""... small"")",,"cě:ŋ-[gú-gûn] (""agama-melon"")","nàŋ-î:ⁿ bé:lè, ɛ̀njɛ̀-kàrⁿíyⁿà",,,dònó-kájú,"ìjì-gàbá (""dog-onion"" or ""fish-onion"")","gěwⁿ kà:m (""agama's ..."")","jěŋ bògì (""agama's ..."")",ʔɛ̀rgɛ̀bɛ̀ⁿ (also Ipomoea),ɛ́rgɛ̀:-bɛ̂ⁿ,,ày-jɔ̀gɔ́,"ày jɔ̀gɔ́ xxx[verify] (""mouse-melon"")","gèmù-kámbù (""agama's melon"")","cè:ŋ kámbè (""agama's zaban"", also Coccinea)","cènjù-mú kàmbè (""agamas' zaban"")",kàndù-[kólóndú-ŋgó]\\kàndè-kólóndé,"pòlyàŋgè (Boui), kɔ́lɔ́ (Boui), gó:ná ná:ŋgè (Tanga)","gò:ŋgù-ɲá (""agama-food"")",,pàkòsí tɛ̀wɛ̀,pàkɔ́sí` tɛ́wɛ̀,,,,"nà:ndɛ́ ⁿ bù:sí (""cow's melon"", JH 11), bùùsí (SE spcm 1), kejúmú kambé (SE spcm 2), bòòsí (JH 05)",,,"fò:n-èy kàn-íyà (""monkeys' melon-Dimin""), màkkà kàn-íyà (""Mecca's melon-Dimin"")","wútí-kànɛ̂y (""hyrax-melon"")",,Cucumis melo var. agrestis,,,"small round melon, light green streaked with dark green",plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50214,,,2011,,inedible wild melon sp.,melon sauvage non comestible sp.,,"gàdǒy, gɔ̀ŋ kònèy árèy","ɛ̀kùnjù-kànárⁿàyⁿ (""frog-melon""), kànàrⁿàyⁿ gárù-m (""melon bitter"")","ɛ̀zɛ̂ nàrⁿà (""chicken's mother"")","bèndè-njí ká:ndà (""stomach-sickness's melon""), tà-ta᷈: kà:ndà (""hyena's melon"")",,"cě:ŋ-[gú-gûn] (""agama-melon"")",ɔ̀mnɔ̀-kàrⁿíyⁿà,,,"[sɔ̌ⁿ-gìrɛ̀:ⁿ]-púɲúrⁿú (""horse-eye-..."")",,xxx [put in water for chicks],,,ɛ̀rgɛ̀:-bɛ̀ⁿ-hɔ̀rgî:,,ày-jɔ̀gɔ́,"ày jɔ̀gɔ́ xxx[verify] (""mouse-melon"")","gèmù-kámbù (""agama's melon"")",zòmó nàrⁿà dùmbò-kùlà,,"kàndè gàlíyè (Adia dialect, ""melon bitter""), kàndù-[kólóndú-ŋgó]\\kàndè-kólóndé",,"sìjàgé kɛ́lìyɛ̀ (""chicken-eggplant"")",,,,,,,,,,"álmán-éy kàn-íyà (""goats' melon-Dimin""), kèrk-èy kàn-íyà (""sorcerors' melon""), yòlá:m-èy kàn-íyà (""camels' melon-Dimin"")","gɔ̀ŋgɔ̀-kànɛ̂y (""chicken-melon"")",,Cucumis prophetarum subsp. prophetarum,,,"fruit with 8-9 dark bands, covered with bristles",plant,2004_480
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50215,,,2011,,horned melon,melon à cornes,,gɔ̀ŋ kònèy ya᷈:y,"ɛ̀kùnjù-kànárⁿàyⁿ (""frog-melon""), kànàrⁿàyⁿ gárù-m (""melon bitter"")","ɛ̀zɛ̂ nàrⁿà (""chicken's mother"")","ɔ̀ŋî: kà:ndà (""frog's melon""), [tà-tà:]-kɛ́wrɛ́ (""hyena-eggplant"")",,"[ɛ̀ɲɛ̀-tɔ̀ŋɔ́]-[yà:-[nì:-kúnó-n]] (""one who goes and puts water in the chickens' trough"")",,ɛ̀sɛ̀-tɔ̀ŋɔ́-nì:-nɔ́:n,,,,,,ʔɛ̀rgɛ̀bɛ̀ⁿ _x0008_ʔàlá,ɛ̀rgɛ̀:-bɛ̀ⁿ-hɔ̀rgî:,,ɛ̀njɛ̀-kɛ́lbɛ́,"ɛ̀njɛ̀-tɔ̀ŋɔ́ kúndò-dìm (""what they put in chickens' drinking trough"")","ʔɔ́llɔ̀-kɛ̀lbɛ̀ (""chicken-eggplant"", also Solanum incanum)",,,"ɛ̀njɛ̀-kɛ́lbɛ́ (Adia dialect, ""chicken-eggplant""),  [kòrù-mbò]-[nɛ̌m-gó] (Kubewel dialect, ""chickens-salt"")","sìjá kɛ̀lyɛ́ (Boui), sìjá ɲà:ŋgé (Boui, ""chicken's food,"" younger speakers)",,,,,,,,,,,"gònj-èy kàn-íyà (""chickens' melon-Dimin"")","gɔ̀ŋgɔ̀-kànɛ̂y (""chicken-melon"")",,Cucumis pustulatus (cf.),,,yellow melon with points; C. figarei now divided into this sp. and C. ficifolius,plant,2004_478
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50216,,,2011,,melon spp.,melon spp.,,"gɔ̌ŋ kònèy, gɔ̌ŋ kònò",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[sìrgà-gè]-kɛ́lbɛ̀ (""chicken-eggplant"")",,,,,,,,Cucumis spp. (at least 2),,,,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50217,,,2011,,squash,courge,,,gɔ́:rⁿɔ́,,,,gɔ́:rⁿɔ́,gɔ́:rⁿɔ̀,gɔ́:rⁿɔ́,,gàmú,gɔ́rⁿɔ́,,,,gâwⁿ,,gɔ́nɔ́,gɔ́nɔ́,,,,,,,,gámbò,,pómbà,,,,,,bógó:r-ò,màlàŋ-kàsíyⁿà ~ màràŋ-kàsíyⁿà,,Cucurbita pepo,,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50218,,,2011,,melon sp.,melon sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kedrostis foetidissima,,,"reported Gao, Koro; small red fruit 1 cm wide",plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50691,,,2011,,gourd (calabash) plant,calebassier (plante rampante cultivée),,,,,kwɛ̌:,,,,,,,,,,,gá:-bá:,,gàbá,xxx[elicit],,,,,,,,,,kùyɛ̀ŋgè,kɔ́yɛ́,,,,,,,,Lagenaria siceraria (all forms),,,,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50219,,,2011,,gourd (calabash) plant,calebassier (plante rampante cultivée),,,,,,,,jòŋkòrò-ná:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagenaria siceraria (elongated fruit),,,for elongated calabashes,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50220,,,2011,,gourd (calabash) plant,calebassier (plante rampante cultivée),,,,"kɔ̀:sù-nàrⁿǎ-m (""calabash-mother"")",,,"kàjù-ná: (""calabash-mother"")",kàsù-ná:,kàsù-ná:,,kàjú,gàbá,,,,,,,,,,,kúyɛ̀-ŋgò\\kúyɛ̀,,,,kwɛ́,kwɛ́:,,,,,,,gá:s-ó ɲâ,gá:sú-yⁿâ:,,Lagenaria siceraria (largest fruit),,,for calabashes,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50221,,,2011,,gourd (calabash) plant,calebassier (plante rampante cultivée),,,,,,,,sàbɔ̀l-ná:,,,,,,,,,,,,,,,,,,,,,,,,,,,zòl-ò ɲâ,sɔ̀fɔ̀lú-yⁿâ:,,Lagenaria siceraria (mid-sized fruit),,,for necked gourds,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50222,,,2011,,gourd (calabash) plant,calebassier (plante rampante cultivée),,,,,,,"tùgùn-ná: (""ladle-mother"")",tònì:-kòŋgòrò-ná:,tùŋù-nɔ̌:,,,,,,,,,,,,,,,,,,,,tébéŋgè,,,,,,,zò:tó-yⁿâ:,,Lagenaria siceraria (smallest fruit),,,for ladles,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50223,,,2011,,sponge plant (melon),melon sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luffa cylindrica,,,cultivated and wild,plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50224,,,2011,,liana sp.,liane sp.,,,"[bɛ̀r-bèrè]-kàmâyⁿ (goatherd-melon"")","bè-bèrú-m sá-bùlùm-bùlùm (""herder's small.melon"")",,,"cɛ̀nɛ̀-mɛ̌n (""heart-wound"", skin of yellow-orange fruit is often broken)",àté:-kǎ:mbà,,,kɛ̀nɛ̀-mɛ̌ⁿ,,"kìnè-mɔ̀-dǒyⁿ (""stop my heart,"" i.e. prevent nausea)","jěŋ kàmbù (""agama's zaban"")",cànàmìní,,,"lúmbú-lúmbú, lù-lúmbú","tǎw bà̀n (""earth-red"")","ɔ́llɔ̀-kɛ̀lbɛ̀ (""chicken-eggplant"", also Solanum)",,,"[òy-mbò]-kàndú\\òy-mbò kàndé (""mice-melon"", usually not distinguished from Coccinea)","gɔ̀ŋɔ̀-ɲá:ŋgé (Boui) (""millipede-food"")",gòŋgù-ɲá:,"gòŋgù ɲá: (also Mukia, ""agama food"")",,,,,,,,,húmúnné:r-ò ~ húmúnnó:r-ò (< Ful),"jálá-mìn-jálà (< Ful ""laugh-...-laugh"", because the ripe fruit breaks open easily)",,Momordica balsamina,,,"leaf lobes angular (acute tips), common; may be combined terminologically with Coccinea (and Mukia)",plant,
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50225,,,2011,,liana sp.,liane sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Momordica charantia,,,leaf lobes with rounded tips,plant,2004_474
flora,flowering,flore,fleurissant,200,5,Cucurbitaceae,,,50226,,,2011,,liana spp.,liane spp.,,nèŋ-gùrùmà tùkɛ̌y,,"sà-bùlùm-bùlùm mɛ̀zɛ̂yⁿ (""... small"", also Cucumis), sà-bùlùm-bùlùm sàndâ: (""... false"")",,,,,kɛ́nɛ̀-mûn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Momordica spp. (two),,,both spp. if present and not distinguished,plant,
flora,flowering,flore,fleurissant,200,5,Cyperaceae,,,50228,,,2011,,sedge spp.,cypéracée sp.,,,gǔyⁿ,òndôm,,,à-sàrî:ⁿ,gǔm,àsàrⁿî:ⁿ,,,,,,ɲùmɛ́ⁿ,ɲùmɛ́ⁿ,,,,gùwɔ́,,máyàm,,gwá: ~ gɔ́: (Boui),,,gwɛ́,,,gwɛ̀:ⁿ,,,,,,,,(multiple spp.),,,,plant,
flora,flowering,flore,fleurissant,200,5,Cyperaceae,,,50232,,,2011,,sedge sp.,cypéracée sp.,,,,gàndà sàwâ:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abildgaardia hispidula,,,,plant,"2004_491 Walo, 2006_058 Walo"
flora,flowering,flore,fleurissant,200,5,Cyperaceae,,,50229,,,2011,,sedge sp.,cypéracée sp.,,,"nî: sàwà: (""water's grass"")",,"tàgà-tɔ́sɔ̂ sàwà (""pond-edge's grass"")",,,,,,,,,,,,,nùmàà sàmì-ý,"tàbàà-gú (""do not touch!"")",,,,,,,,,,,,,,,,,,,Abildgaardia wallichiana,Bulbostylis barbata,,,plant,2004_490
flora,flowering,flore,fleurissant,200,5,Cyperaceae,,,50230,,,2011,,sedge sp.,cypéracée sp.,,,,náyⁿbêyⁿ,,,ɛ̀jɛ̀gɛ̀rɛ́ (Fombori),,,,,,,,,,,,,wɛ́sɛ̀ kɔ̀:gù,ɛ̀dègɛ́,,,,,,,,,,,,,,,lá:ká:bɛ̀,,Afrotrilepis pilosa,,,inselbergs; flowers in panicles,plant,2005_507
